"eco_values","species","longitude","latitude","occurrence_id","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id.1","temp","precip","NDVI"
5,"Ranunculus acris",8.32196,46.74528,4034,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2211,17,4.27307692307693,185.615384615385,0.42904
5,"Corylus avellana",7.40617,46.34388,3902,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2622,18,1.00384615384615,161,0.17702
5,"Ranunculus acris",7.21171,46.2537,4143,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2398,19,2.74230769230769,154.307692307692,0.40184
5,"Ranunculus acris",8.57984,46.56306,4121,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2607,20,0.819230769230842,205.692307692308,0.23162
5,"Ranunculus acris",9.11113,46.8714,4159,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2191,21,3.05769230769232,172.769230769231,0.27396
5,"Ranunculus acris",7.92333,46.07298,4118,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2888,22,-1.12692307692299,178.615384615385,0.0953
5,"Apis mellifera",7.768192,46.002685,1104,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2332,23,2.45000000000005,131.615384615385,0.6208
5,"Ranunculus acris",9.94653,46.49612,4124,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2965,24,-1.59615384615381,105.153846153846,0.095
5,"Ranunculus acris",7.08233,46.20839,4123,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2283,25,2.82692307692315,139.615384615385,0.27334
5,"Apis mellifera",7.781742,45.983704,1127,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",3002,26,-1.40384615384613,157.307692307692,0.09996
5,"Ranunculus acris",9.82028,46.58884,4093,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2756,27,0.103846153846177,105.230769230769,0.10964
5,"Corylus avellana",10.28614,46.75816,3901,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2223,28,2.39615384615388,84.0769230769231,0.37108
5,"Ranunculus acris",8.45281,46.74419,4091,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2466,29,2.0423076923077,209.538461538462,0.1993
5,"Ranunculus acris",9.1767,46.87042,4141,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2556,30,1.23461538461544,179.692307692308,0.16102
5,"Ranunculus acris",9.95908,46.76585,4148,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2732,31,-0.542307692307702,132.461538461538,0.09504
5,"Corylus avellana",8.71662,46.8315,3888,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2295,32,3.37307692307695,173.923076923077,0.53276
5,"Ranunculus acris",7.0838,45.9835,4081,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",1921,33,6.66538461538465,161.307692307692,0.67276
5,"Ranunculus acris",9.82624,46.72371,4109,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2653,34,1.47307692307697,126.384615384615,0.38538
5,"Ranunculus acris",7.60114,46.38875,4010,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A",2833,35,0.773076923076928,181.846153846154,0.08846
6,"Ranunculus acris",7.27749,45.93897,4119,"Polar","Moist","Snow and Ice","Mountains","Polar Moist",255,255,255,"Polar Moist Snow and Ice on Mountains","#FFFFFF",3436,36,-4.22692307692301,189.692307692308,0.0178
6,"Ranunculus acris",7.27735,45.98395,4139,"Polar","Moist","Snow and Ice","Mountains","Polar Moist",255,255,255,"Polar Moist Snow and Ice on Mountains","#FFFFFF",3306,37,-2.76538461538462,183.846153846154,-0.00818
18,"Apis mellifera",7.79777,46.020799,2308,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",3005,38,-1.31153846153842,142.769230769231,0.19868
18,"Corylus avellana",9.61558,46.36796,3321,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2102,39,2.59615384615381,124.076923076923,0.6113
18,"Apis mellifera",8.0989,46.40958,1726,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2202,40,2.46538461538466,190.307692307692,0.71014
18,"Corylus avellana",9.11674,47.05126,3893,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2144,41,4.15769230769234,181.384615384615,0.63912
18,"Ranunculus acris",7.73018,46.20858,4101,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2472,42,1.68076923076922,115.076923076923,0.63444
18,"Ranunculus acris",9.76669,46.85993,4077,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2149,43,3.45769230769235,145.615384615385,0.73008
18,"Apis mellifera",8.710245,46.56167,2375,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2394,44,1.93461538461543,200.076923076923,0.5887
18,"Apis mellifera",7.544923,46.189436,1220,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2447,45,2.52692307692314,125.230769230769,0.61426
18,"Ranunculus acris",9.16087,46.37579,4068,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2199,46,3.42692307692312,143.615384615385,0.53314
18,"Apis mellifera",10.26036,46.815663,2228,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2354,47,3.28076923076924,94,0.73946
18,"Corylus avellana",7.53582,46.20891,3952,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2502,48,2.15000000000009,120.153846153846,0.5079
18,"Apis mellifera",10.272303,46.812894,1013,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2162,49,3.92692307692312,91.7692307692308,0.78368
18,"Apis mellifera",8.422626,46.575471,654,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2357,50,1.21923076923076,254.461538461538,0.6752
18,"Ranunculus acris",9.7628,46.77002,4038,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2312,51,3.14999999999998,135.384615384615,0.6491
18,"Corylus avellana",9.4959,46.64016,3947,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2259,52,3.29615384615386,123.538461538462,0.69608
18,"Apis mellifera",7.945729,46.21936,2152,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2717,53,0.550000000000068,143,0.36542
18,"Apis mellifera",10.272932,46.811596,1089,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2117,54,3.92692307692312,91.7692307692308,0.7566
18,"Apis mellifera",9.989678,46.328985,2129,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2536,55,1.35769230769233,116.230769230769,0.54976
18,"Corylus avellana",9.37339,46.86726,3372,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",1990,56,3.46538461538466,152.615384615385,0.57868
18,"Ranunculus acris",10.2161,46.66987,4050,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2127,57,3.50384615384621,86.6153846153846,0.5398
18,"Apis mellifera",8.37041,46.579088,2147,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2410,58,1.87307692307695,203.615384615385,0.5513
18,"Ranunculus acris",10.02019,46.67448,4154,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2190,59,3.25,113.153846153846,0.7503
18,"Prunus spinosa",7.53566,46.11896,4386,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2676,60,-0.150000000000034,102.461538461538,0.6234
18,"Corylus avellana",9.83623,46.94849,3903,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2159,61,4.25,127.307692307692,0.80742
18,"Ranunculus acris",10.2814,46.66826,4097,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2419,62,1.48076923076928,98.3846153846154,0.4128
18,"Apis mellifera",9.828704,46.828496,655,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2242,63,3.38846153846157,136.923076923077,0.6371
18,"Ranunculus acris",8.98257,46.96318,4051,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",1990,64,4.12692307692311,204.384615384615,0.67812
18,"Apis mellifera",8.101972,46.439919,710,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2375,65,1.53461538461539,208.769230769231,0.5143
18,"Corylus avellana",9.50105,46.77505,3461,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2260,66,4.31153846153853,125.307692307692,0.56588
18,"Ranunculus acris",9.6356,46.86253,4017,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2173,67,3.65769230769234,140.692307692308,0.7955
18,"Ranunculus acris",9.63193,46.77261,4163,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2217,68,3.28076923076929,152.461538461538,0.7633
18,"Apis mellifera",8.671761,46.65433,2133,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2157,69,3.21923076923082,190.692307692308,0.75118
18,"Corylus avellana",9.70114,46.86125,3548,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2211,70,3.66538461538465,147.923076923077,0.74372
18,"Apis mellifera",8.462794,46.592408,715,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2015,71,2.97307692307697,250.846153846154,0.7112
18,"Osmia bicornis",7.79584,46.34333,2794,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2178,72,3.05000000000001,115.307692307692,0.55652
18,"Corylus avellana",7.86254,46.56799,3957,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2352,73,1.68846153846152,202.076923076923,0.5563
18,"Corylus avellana",8.71555,46.78653,3875,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2209,74,2.65000000000003,150.307692307692,0.64378
18,"Ranunculus acris",9.81633,46.49893,4133,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2284,75,2.77307692307693,123.769230769231,0.69382
18,"Ranunculus acris",7.47093,46.02904,4092,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2388,76,2.36538461538464,142.307692307692,0.58592
18,"Corylus avellana",9.0959,46.37676,3818,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2259,77,3.65000000000009,172.153846153846,0.59886
18,"Corylus avellana",7.92453,46.20791,3535,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2364,78,4.15000000000009,110.461538461538,0.7468
18,"Ranunculus acris",9.04422,46.82737,4150,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2515,79,1.25,171.076923076923,0.4281
18,"Apis mellifera",10.22306,46.80472,2370,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2219,80,3.66538461538465,88.6153846153846,0.74184
18,"Apis mellifera",9.629056,46.773622,1635,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2345,81,3.28076923076929,152.461538461538,0.72554
18,"Prunus spinosa",9.38314,47.13703,4496,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2140,82,4.41923076923081,155.692307692308,0.6202
18,"Ranunculus acris",8.0254955292,46.668094635,5087,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2263,83,2.39615384615388,188.153846153846,0.7186
18,"Corylus avellana",9.31096,46.95828,3885,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2031,84,5.71153846153845,148.384615384615,0.60184
18,"Ranunculus acris",8.7113,46.60665,4100,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2329,85,2.17307692307702,210.769230769231,0.6334
18,"Ranunculus acris",9.16372,46.46572,4166,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2205,86,3.48076923076923,183.769230769231,0.488
18,"Ranunculus acris",9.68239,46.41166,4058,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2250,87,2.44230769230774,117.153846153846,0.66422
18,"Ranunculus acris",9.88549,46.58746,4024,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2176,88,3.31923076923078,107.076923076923,0.75338
18,"Ranunculus acris",7.72922,46.02867,4065,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2245,89,2.32692307692309,155.076923076923,0.67628
18,"Apis mellifera",8.461272,46.5929,1121,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2015,90,2.97307692307697,250.846153846154,0.72944
18,"Ranunculus acris",9.30315,46.73346,4155,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2518,91,2.05000000000007,141,0.45366
18,"Apis mellifera",10.240612,46.809328,1402,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2188,92,2.68076923076922,95.1538461538462,0.74052
18,"Corylus avellana",9.16229,46.42076,3470,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2471,93,2.28076923076929,167.307692307692,0.36762
25,"Ranunculus acris",9.17525,46.82546,4147,"Polar","Moist","Shrubland","Mountains","Polar Moist",142,67,20,"Polar Moist Shrubland on Mountains","#8E4314",2065,94,3.47307692307703,162.769230769231,0.7031
29,"Corylus avellana",7.66614,46.38864,3491,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",2059,95,5.07307692307694,141,0.7929
29,"Corylus avellana",7.79496,46.20839,3847,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",2310,96,3.91923076923081,124.692307692308,0.63334
29,"Prunus spinosa",7.27709,46.0739,4761,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",2339,97,2.70384615384614,124,0.70372
29,"Ranunculus acris",9.62646,46.63773,4006,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",1935,98,4.29615384615386,98.3846153846154,0.79546
29,"Ranunculus acris",9.42566,46.50643,4105,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",2176,99,2.51153846153846,153.384615384615,0.73688
29,"Corylus avellana",9.69173,46.63646,3454,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",1994,100,3.31153846153853,115.307692307692,0.81112
29,"Ranunculus acris",10.0855,46.67298,4218,"Polar","Moist","Forest","Mountains","Polar Moist",107,103,74,"Polar Moist Forest on Mountains","#6B674A",2020,101,3.38846153846157,100.307692307692,0.73456
39,"Ranunculus acris",7.98976,46.25259,4085,"Polar","Moist","Cropland","Mountains","Polar Moist",166,133,68,"Polar Moist Cropland on Mountains","#A68544",2449,102,1.64230769230772,165.846153846154,0.581
39,"Ranunculus acris",8.77212,46.42601,4056,"Polar","Moist","Cropland","Mountains","Polar Moist",166,133,68,"Polar Moist Cropland on Mountains","#A68544",2485,103,0.926923076923117,219.923076923077,0.43764
39,"Ranunculus acris",8.70813,46.47173,4057,"Polar","Moist","Cropland","Mountains","Polar Moist",166,133,68,"Polar Moist Cropland on Mountains","#A68544",2295,104,1.84230769230771,200.230769230769,0.54866
39,"Corylus avellana",7.21227,46.11877,3895,"Polar","Moist","Cropland","Mountains","Polar Moist",166,133,68,"Polar Moist Cropland on Mountains","#A68544",2295,105,3.27307692307693,128.692307692308,0.74614
51,"Ranunculus acris",7.98795,46.07269,4117,"Boreal","Moist","Sparsely or Non vegetated","Mountains","Boreal Moist",28,131,159,"Boreal Moist Sparsely or Non vegetated on Mountains","#1C839F",2201,106,3.01153846153852,147.615384615385,0.57426
55,"Apis mellifera",10.294078,46.639142,468,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2111,107,3.98846153846159,84.4615384615385,0.7001
55,"Ranunculus acris",8.64605,46.60736,4112,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2028,108,3.2038461538462,205.461538461538,0.8276
55,"Apis mellifera",9.803982,46.434005,2128,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2322,109,3.69615384615389,105.615384615385,0.77726
55,"Ranunculus acris",10.21379,46.62492,4115,"Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2088,110,3.73461538461544,76,0.62512
56,"Apis mellifera",7.915045,46.113859,727,"Boreal","Moist","Grassland","Mountains","Boreal Moist",1,107,0,"Boreal Moist Grassland on Mountains","#016B00",2381,111,2.96538461538466,158.923076923077,0.57554
96,"Ranunculus acris",7.21284,45.98384,4153,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",2191,112,4.0423076923077,131,0.73208
96,"Apis mellifera",7.201017,45.975973,690,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1433,113,7.39615384615388,119.923076923077,0.74578
96,"Prunus spinosa",8.375161,47.315419,4667,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",378,114,15.2961538461539,67.6153846153846,0.73586
96,"Apis mellifera",7.170021,46.01025,362,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1169,115,9.71153846153851,103.692307692308,0.72228
96,"Ranunculus acris",8.70919,46.5167,4039,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1294,116,7.53461538461539,136.538461538462,0.8293
96,"Apis mellifera",8.688402,47.131708,1714,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",902,117,11.8961538461539,134.846153846154,0.82388
96,"Apis mellifera",8.212975,46.36911,1017,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1550,118,7.12692307692311,152.846153846154,0.76024
96,"Apis mellifera",8.968611,46.428611,390,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",424,119,14.6269230769231,97.1538461538462,0.74552
96,"Apis mellifera",8.709189,46.516698,2374,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1294,120,7.53461538461539,136.538461538462,0.8293
96,"Apis mellifera",8.210435,46.371833,1125,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1559,121,7.12692307692311,152.846153846154,0.67104
96,"Apis mellifera",10.186648,46.77956,665,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1675,122,7.1192307692308,75.3076923076923,0.79348
96,"Apis mellifera",10.3275,46.630833,2267,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1782,123,6.2807692307693,75.7692307692308,0.73806
96,"Corylus avellana",8.792135,47.34361,3722,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",537,124,14.3576923076923,85,0.72346
97,"Ranunculus acris",8.19743,47.19595,4028,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",652,125,13.5192307692308,103.846153846154,0.78978
